ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
371	akkadian	stomach, belly, womb, body; mind, heart, desire; inner or lower side	karšu	karʃu	k a r ʃ u		82
437	ps	stone	*ˀabn-	ʔabn-	ʔ a b n		99
438	akkadian	stone	abnu	abnu	a b n u		99
439	ugaritic	stone	ˀabn	ʔabn	ʔ a b n		99
440	hebrew	stone	ˀäbän	ʔæbæn	ʔ æ b æ n		99
442	geez	stone	ˀəbn	ʔəbn	ʔ ə b n		99
1548	ps	stork	*laḳlaḳ-	laqˤlaqˤ-	l a qˤ l a qˤ		645
1549	akkadian	stork	laḳlaḳḳu	laqˤlaqˤqˤu	l a qˤ l a qˤ qˤ u		645
1550	arabic	stork	laqlaq-, laqlāq-	laqlaq-	l a q l a q		645
939	ps	straw	*tibn-	tibn-	t i b n		399
940	akkadian	straw	tibnu	tibnu	t i b n u		399
941	hebrew	straw	täbän	tæbæn	t æ b æ n		399
942	syriac	straw	tebnā	tebnaː	t e b n aː		399
943	arabic	straw	tabn-, tibn-	tabn-	t a b n		399
398	ps	straw, grass	*ŝaˁr-	ɬaʕr-	ɬ a ʕ r		88
1232	ps	stream	*pal(a)g-	palg-	p a l g		530
1233	akkadian	stream	palgu	palgu	p a l g u		530
1236	arabic	stream	falǯ-, falaǯ-	falg-	f a l g		530
1234	ugaritic	stream, canal	plg	plg	p l g		530
1856	akkadian	strength	abāru	abaːru	a b aː r u		773
4160	hebrew	strength	zimrā	zimraː	z i m r aː		2137
2970	geez	string, cord, rope, snares	ḥabl	ħabl	ħ a b l		1407
1857	akkadian	strong	abru	abru	a b r u		773
798	hebrew	strong, mighty, many, numerous	kabbīr	kabbiːr	k a b b iː r		354
1797	akkadian	stud, breed animal	puḫālu	puxaːlu	p u x aː l u		752
1235	hebrew	subdivision of a tribe; watercourse; artificial water channel, canal	päläg	pælæg	p æ l æ g		530
2513	akkadian	subjects	baˀˀulātu	baʔʔulaːtu	b a ʔ ʔ u l aː t u		1041
1449	ugaritic	suckling (lamb or kid)	llˀu	llʔu	l l ʔ u		608
3495	geez	suckling, fatted calf, young of flock, young animal (calf, heifer, lamb)	ṭāγəwā	tˤaːɣəwaː	tˤ aː ɣ ə w aː		1718
265	ps	sun	*ŝamš-	ɬamʃ-	ɬ a m ʃ		57
266	akkadian	sun	šamšu	ʃamʃu	ʃ a m ʃ u		57
267	ugaritic	sun	špš	ʃpʃ	ʃ p ʃ		57
268	hebrew	sun	šämäš	ʃæmæʃ	ʃ æ m æ ʃ		57
270	arabic	sun	šams-	ʃams-	ʃ a m s		57
1320	geez	sun, light	ˀer	ʔer	ʔ e r		554
269	syriac	sun; type of lizard; gold	šemšā	ʃemʃaː	ʃ e m ʃ aː		57
777	ugaritic	sunset	ˁrb	ʕrb	ʕ r b		348
781	syriac	sunset, west	maˁrəbā	maʕrəbaː	m a ʕ r ə b aː		348
3163	ugaritic	support or foot of a wall	ˁmd	ʕmd	ʕ m d		1590
1551	ps	swallow	*sVnūn(Vw)-at-	s-nuːn-at-	s n uː n a t		647
1552	akkadian	swallow	sinuntu	sinuntu	s i n u n t u		647
1553	ugaritic	swallow	snnt	snnt	s n n t		647
1554	hebrew	swallow	sənūnīt	sənuːniːt	s ə n uː n iː t		647
1555	syriac	swallow	snūnītā	snuːniːtaː	s n uː n iː t aː		647
1556	arabic	swallow	sunūnuw-	sunuːnuw-	s u n uː n u w		647
2687	syriac	swallow	trr	trr	t r r		1087
3292	ps	swarm of bees	*nVḥl-	n-ħl-	n ħ l		1631
1630	arabic	swarm of locust	ḥarǯalat-	ħargalat-	ħ a r g a l a t		677
3409	hebrew	swarm of locust	gōbay	goːbaj	g oː b a j		1684
2329	ps	sweat	*ḏVˁ-at-	ð-ʕ-at-	ð ʕ a t		978
2330	akkadian	sweat	zuˀutu	zuʔutu	z u ʔ u t u		978
2331	ugaritic	sweat	dˁt	dʕt	d ʕ t		978
2332	hebrew	sweat	daˁat	daʕat	d a ʕ a t		978
2333	hebrew	sweat	zēˁā	zeːʕaː	z eː ʕ aː		978
2334	syriac	sweat	duˁtā	duʕtaː	d u ʕ t aː		978
2369	arabic	sweepings, manure	kibat-, kubat-	kibat-	k i b a t		986
2555	ugaritic	sweet	mtḳ	mtqˤ	m t qˤ		1049
2560	geez	sweet	məṭuḳ	mətˤuqˤ	m ə tˤ u qˤ		1049
3024	arabic	swelling, tumour	waram-	waram-	w a r a m		1507
2401	syriac	swellings	baˁbuˁyātā	baʕbuʕjaːtaː	b a ʕ b u ʕ j aː t aː		1003
1743	syriac	swellings in the groin; testicles	rbubyātā, ˀarbubyātā	rbubjaːtaː	r b u b j aː t aː		730
1467	hebrew	swine, boar	ḥăzīr	ħăziːr	ħ ă z iː r		618
271	ps	tail	*ḏanab-	ðanab-	ð a n a b		58
273	ugaritic	tail	ḏnb	ðnb	ð n b		58
274	hebrew	tail	zānāb	zaːnaːb	z aː n aː b		58
276	arabic	tail	ḏanab­-	ðanab-	ð a n a b		58
277	geez	tail, anus	zanab	zanab	z a n a b		58
3344	ps	tail, back	*ḏ/zVb(b)-(ān)­­	ð	ð		1649
272	akkadian	tail, rear part	zibbatu	zibbatu	z i b b a t u		58
275	syriac	tail; farthest part	dunbā	dunbaː	d u n b aː		58
3007	arabic	taille (waist)	šabr-, šibr-	ʃabr-	ʃ a b r		1495
2993	akkadian	tallow, fat	sarbu	sarbu	s a r b u		1479
961	ps	tamarisk	*ˀaṯl- (*ˀiṯl-)	ʔaθl-	ʔ a θ l		404
962	hebrew	tamarisk	ˀēšäl	ʔeːʃæl	ʔ eː ʃ æ l		404
963	arabic	tamarisk	ˀaṯl-	ʔaθl-	ʔ a θ l		404
974	akkadian	tamarisk	bīnu	biːnu	b iː n u		407
999	ugaritic	tamarisk	ˁrˁr	ʕrʕr	ʕ r ʕ r		424
1001	syriac	tamarisk	ˁarrā	ʕarraː	ʕ a r r aː		424
4082	arabic	tangled, confused, dense	ˀaγbā	ʔaɣbaː	ʔ a ɣ b aː		2085
1130	arabic	taureau vieux (old bull)	ˁulǯūm-	ʕulguːm-	ʕ u l g uː m		499
2990	arabic	tawny, darkcomplexioned; having an intermixed color	ˀādam-	ʔaːdam-	ʔ aː d a m		1443
2322	akkadian	tear	dīmtu	diːmtu	d iː m t u		976
2323	ugaritic	tear	dmˁ	dmʕ	d m ʕ		976
2324	hebrew	tear	dimˁā	dimʕaː	d i m ʕ aː		976
2325	syriac	tear	demˁtā	demʕtaː	d e m ʕ t aː		976
2326	arabic	tear	damˁ-	damʕ-	d a m ʕ		976
2328	geez	tear	ˀanbəˁ	ʔanbəʕ	ʔ a n b ə ʕ		977
2321	ps	tear(-drop)	*dVmˁ-at-	d-mʕ-at-	d m ʕ a t		976
1720	akkadian	teat	zīzu	ziːzu	z iː z u		722
3213	arabic	teigne (tick)	qurd-	qurd-	q u r d		1604
1852	akkadian	temple	nakkaptu	nakkaptu	n a k k a p t u		771
1851	ps	temple, cheek-bone	*nakap-at-	nakap-at-	n a k a p a t		771
2860	ugaritic	temple; boundary, border, side, fringe	pˀit, pˀat	pʔit	p ʔ i t		1319
2120	ps	ten	*ˁaŝr-	ʕaɬr-	ʕ a ɬ r		860
2121	akkadian	ten	ešer	eʃer	e ʃ e r		860
2122	ugaritic	ten	ˁšr	ʕʃr	ʕ ʃ r		860
2123	hebrew	ten	ˁäŝär	ʕæɬær	ʕ æ ɬ æ r		860
2124	syriac	ten	ˁsar	ʕsar	ʕ s a r		860
2125	arabic	ten	ˁašr-	ʕaʃr-	ʕ a ʃ r		860
2126	geez	ten	ˁaŝru	ʕaɬru	ʕ a ɬ r u		860
3837	akkadian	tendon of the neck; neck	labânu	labânu	l a b â n u		1911
1644	ps	tendon, sinew	*gīd-	giːd-	g iː d		692
1645	akkadian	tendon, sinew	gīdu	giːdu	g iː d u		692
1646	ugaritic	tendon, sinew	gd	gd	g d		692
1647	hebrew	tendon, sinew	gīd	giːd	g iː d		692
3852	ps	tendon, sinew; muscle	*mV(ˀ)n(-at)-	m-n-	m n		1915
1865	ps	terebinth	*buṭm(-at)-	butˤm-	b u tˤ m		777
1866	akkadian	terebinth	buṭnu	butˤnu	b u tˤ n u		777
1867	ugaritic	terebinth	bṭm	btˤm	b tˤ m		777
1868	hebrew	terebinth	boṭnīm	botˤniːm	b o tˤ n iː m		777
1869	syriac	terebinth	beṭmtā	betˤmtaː	b e tˤ m t aː		777
1870	arabic	terebinth	buṭm-	butˤm-	b u tˤ m		777
1871	geez	terebinth	bəṭm, buṭm	bətˤm	b ə tˤ m		777
3279	geez	termite; white ant	məŝəṭ	məɬətˤ	m ə ɬ ə tˤ		1625
915	syriac	testicle	ˀeškətā	ʔeʃkətaː	ʔ e ʃ k ə t aː		391
3815	geez	testicle	ḳʷəlḥ	qˤʷəlħ	qʷˤ ə l ħ		1882
917	geez	testicle, genitalia of man and woman	ˀəskit	ʔəskit	ʔ ə s k i t		391
1799	syriac	testicles	pāḥlātā	paːħlaːtaː	p aː ħ l aː t aː		752
911	ps	testiculus	*ˀi/ušk(-at)-	ʔi	ʔ i		391
912	akkadian	testiculus	išku	iʃku	i ʃ k u		391
913	ugaritic	testiculus	ˀušk	ʔuʃk	ʔ u ʃ k		391
914	hebrew	testiculus	ˀäšäk, pB. ˀōšäk	ʔæʃæk	ʔ æ ʃ æ k		391
285	arabic	that	ḏāka	ðaːka	ð aː k a		59
286	arabic	that	ḏālika	ðaːlika	ð aː l i k a		59
287	arabic	that	ḏānika	ðaːnika	ð aː n i k a		59
282	hebrew	that (man) there	hallāzǟ	hallaːzæː	h a l l aː z æː		59
293	geez	that (masc.)	zəkku	zəkku	z ə k k u		59
294	geez	that (masc.)	zəktu/zəkʷtu	zəktu	z ə k t u		59
1879	hebrew	the distinctive feature of the face, nose, nostril	ḥōṭām	ħoːtˤaːm	ħ oː tˤ aː m		780
3855	arabic	the entire part of the belly that surrounds the navel	maˀnat-	maʔnat-	m a ʔ n a t		1915
2444	hebrew	the grey hair; advanced age	ŝēbā	ɬeːbaː	ɬ eː b aː		1012
2034	hebrew	the hollow of both hands	ḥopnayim	ħopnajim	ħ o p n a j i m		836
2022	hebrew	the hollow, the flat of the hand	kap	kap	k a p		834
595	hebrew	the large blood vessel, jugular vein	wārīd	waːriːd	w aː r iː d		192
3410	arabic	the locust; locusts	ǯābiˀ-	gaːbiʔ-	g aː b i ʔ		1684
2698	hebrew	the long portion of the wing; arms, shoulders	gap	gap	g a p		1099
1801	arabic	the male palmtree	fuḥḥāl-	fuħħaːl-	f u ħ ħ aː l		752
419	arabic	the new moon, when it appears	šahr-	ʃahr-	ʃ a h r		95
339	geez	the next day	sānəy	saːnəj	s aː n ə j		67
280	ugaritic	the one(s) of; who, whom, he who; the (one) who/which/that (determinative/relative functor, fem. sg.)	dt	dt	d t		59
279	ugaritic	the one(s) of; who, whom, he who; the (one) who/which/that (determinative/relative functor, masc. sg.)	d	d	d		59
281	ugaritic	the one(s) of; who, whom, he who; the (one) who/which/that (determinative/relative functor, pl.)	dt	dt	d t		59
2999	arabic	the point of the extremity of anything; the portion with which one cuts (in a sword); the two sides of the tapering head of a sandal	šabāt-	ʃabaːt-	ʃ a b aː t		1482
3140	hebrew	the smaller one, the younger one	ṣāˁīr	sˤaːʕiːr	sˤ aː ʕ iː r		1578
3265	hebrew	the spider	bukyā	bukjaː	b u k j aː		1618
2144	arabic	the sun	ḍiḥḥ-	dˤiħħ-	dˤ i ħ ħ		869
3841	arabic	the top of the chest or chest from which descends a necklace or other neck adornment; chest strap (of horse etc.)	labab-	labab-	l a b a b		1911
3838	arabic	the upper chest that meets the collarbone	lubbat-	lubbat-	l u b b a t		1911
927	hebrew	the very back, the end; result, wages	ˁēḳäb	ʕeːqˤæb	ʕ eː qˤ æ b		394
3112	akkadian	their (genitive pronominal suffix, 3 fem. pl.)	-šina	-ʃina	ʃ i n a		1570
3113	akkadian	their (genitive pronominal suffix, 3 masc. pl.)	-šunu	-ʃunu	ʃ u n u		1570
3115	arabic	their; them (genitive and accusative pronominal suffix, 3 fem. pl.)	-hunna	-hunna	h u n n a		1570
3117	geez	their; them (genitive and accusative pronominal suffix, 3 fem. pl.)	-on, -hon	-on	o n		1570
3114	arabic	their; them (genitive and accusative pronominal suffix, 3 masc. pl.)	-hum/-humu	-hum	h u m		1570
3116	geez	their; them (genitive and accusative pronominal suffix, 3 masc. pl.)	-omu, -homu	-omu	o m u		1570
3111	ps	their; them (genitive and accusative pronominal suffix, 3 pl.)	*-šVmV/-šVnV	-ʃ-m-	ʃ m		1570
3069	ps	they (fem.)	*šina	ʃina	ʃ i n a		1535
3070	akkadian	they (fem.)	šina	ʃina	ʃ i n a		1535
3071	hebrew	they (fem.)	hēn/hēnnā	heːn	h eː n		1535
3072	arabic	they (fem.)	hunna	hunna	h u n n a		1535
3073	geez	they (fem.)	ˀəmmāntu	ʔəmmaːntu	ʔ ə m m aː n t u		1535
3064	ps	they (masc.)	*šumū̆	ʃumu	ʃ u m u		1534
3065	akkadian	they (masc.)	šunu	ʃunu	ʃ u n u		1534
3066	hebrew	they (masc.)	hēm/hēmmā	heːm	h eː m		1534
3067	arabic	they (masc.)	hum	hum	h u m		1534
3068	geez	they (masc.)	ˀəmmuntu	ʔəmmuntu	ʔ ə m m u n t u		1534
588	akkadian	thigh	pēmu	peːmu	p eː m u		179
1788	akkadian	thigh	šapru	ʃapru	ʃ a p r u		750
1796	akkadian	thigh	paḫallu	paxallu	p a x a l l u		752
2695	geez	thighbone, shinbone, tibia, leg, large bone of the leg, shoulder of animal	ˀagadā	ʔagadaː	ʔ a g a d aː		1095
1809	arabic	thin skin, in which is the fœtus	salan	salan	s a l a n		753
4036	hebrew	thinness	raḳḳā	raqˤqˤaː	r a qˤ qˤ aː		2045
283	hebrew	this	zǟ	zæː	z æː		59
298	akkadian	this	annû	annû	a n n û		60
299	ugaritic	this	hnd	hnd	h n d		60
300	syriac	this	hānnā	haːnnaː	h aː n n aː		60
289	arabic	this (fem.)	hāḏī	haːðiː	h aː ð iː		59
290	geez	this (fem.)	zā	zaː	z aː		59
296	geez	this (fem.)	zātti	zaːtti	z aː t t i		59
288	arabic	this (masc.)	hāḏā	haːðaː	h aː ð aː		59
292	geez	this (masc.)	zə	zə	z ə		59
278	ps	this, that; the one who/which/that	*ḏV	ð-	ð		59
295	geez	this, this one (masc.)	zəntu	zəntu	z ə n t u		59
944	ps	thistle	*dardar-	dardar-	d a r d a r		400
946	hebrew	thistle	dardar	dardar	d a r d a r		400
949	arabic	thistle	durdurin	durdurin	d u r d u r i n		400
950	geez	thistle	dader	dader	d a d e r		400
951	geez	thistle	dandar	dandar	d a n d a r		400
980	arabic	thorny plant	ˀaṭad-	ʔatˤad-	ʔ a tˤ a d		409
303	ugaritic	thou	ˀat	ʔat	ʔ a t		61
3035	arabic	thou (fem.)	ˀanti	ʔanti	ʔ a n t i		1510
301	ps	thou (masc. sg.)	*ˀantā̆	ʔanta	ʔ a n t a		61
306	arabic	thou (masc.)	ˀanta	ʔanta	ʔ a n t a		61
2541	akkadian	thought, reason, plan	ṭēmu	tˤeːmu	tˤ eː m u		1047
134	geez	thought, wish	ḳalb	qˤalb	qˤ a l b		28
3896	akkadian	thousand	līm(u)	liːm	l iː m		1985
2075	ps	three	*ŝalāṯ-	ɬalaːθ-	ɬ a l aː θ		852
2076	akkadian	three	šalāš	ʃalaːʃ	ʃ a l aː ʃ		852
2077	geez	three	ŝalās	ɬalaːs	ɬ a l aː s		852
3053	ps	threshing floor	*gurn-	gurn-	g u r n		1521
3054	ugaritic	threshing floor	grn	grn	g r n		1521
3055	hebrew	threshing floor	goren	goren	g o r e n		1521
3058	geez	threshing floor	gʷərn, gʷərnā, gorn, gurn	gʷərn	gʷ ə r n		1521
3057	arabic	threshing floor; place where fruits are dried; stone basin	ǯurn-, ǯirn-, ǯarīn-	gurn-	g u r n		1521
1689	ps	throat	*ḥVlḳ-	ħ-lqˤ-	ħ l qˤ		711
1692	arabic	throat	ḥalq-, ḥalqūm-	ħalq-	ħ a l q		711
3441	ps	throat	*gargūm(-at)-	garguːm-	g a r g uː m		1694
3646	ps	throat	*napa/iš-	napa	n a p a		1791
3647	akkadian	throat	napištu	napiʃtu	n a p i ʃ t u		1791
3648	ugaritic	throat	npš	npʃ	n p ʃ		1791
3649	hebrew	throat	näpäš	næpæʃ	n æ p æ ʃ		1791
3845	ps	throat	*luγ(γ)-	luɣ-	l u ɣ		1913
3846	akkadian	throat	luˀu, luḫḫu	luʔu	l u ʔ u		1913
1691	ugaritic	throat(?)	ḥlḳ-m	ħlqˤ-m	ħ l qˤ m		711
1693	geez	throat, gullet, palate	ḥəlḳ	ħəlqˤ	ħ ə l qˤ		711
2038	ps	thumb	*bVhVn-	b-h-n-	b h n		837
2040	hebrew	thumb, big toe	bōhän	boːhæn	b oː h æ n		837
2041	arabic	thumb, toe	ˀibhām-, bahīm-	ʔibhaːm-	ʔ i b h aː m		837
1278	ps	thunder	*hadad-	hadad-	h a d a d		544
1281	arabic	thunder	hāddat-	haːddat-	h aː d d a t		544
1282	ps	thunder	*raˁd-	raʕd-	r a ʕ d		545
1284	arabic	thunder	raˁd-	raʕd-	r a ʕ d		545
3211	ps	tick	*ḳʷVrVd-, *ḳVrd-	qˤʷ-r-d-	qʷˤ r d		1604
3212	syriac	tick	ḳerdā	qˤerdaː	qˤ e r d aː		1604
2888	hebrew	tied on (adj.); thread (subst.)	pātīl	paːtiːl	p aː t iː l		1329
3275	akkadian	tiger (?)	mindinu	mindinu	m i n d i n u		1624
3950	ugaritic	tiny; fine; weak	dḳ	dqˤ	d qˤ		2004
2173	arabic	tirer la moelle d’un os (to pull the marrow out of a bone)	nqw/y	nqw	n q w		900
574	ps	to (en)trust, to rely	*wkl	wkl	w k l		168
3009	akkadian	to abandon, to desert, to leave	ezēbu	ezeːbu	e z eː b u		1501
4105	arabic	to act perfidiously, to break a compact; to remain, to lag behind; to be(come) dark (of the night)	γdr	ɣdr	ɣ d r		2093
536	arabic	to act wrongfully, IV. to become dark	ḏ̣lm	ðˤlm	ðˤ l m		145
4151	ps	to add, to increase	*rdy	rdj	r d j		2135
3912	geez	to adorn, to embellish	ˀadmaḳa	ʔadmaqˤa	ʔ a d m a qˤ a		1988
3791	akkadian	to allot power, establish, fix a destiny, ordain the future	šiāmu	ʃiaːmu	ʃ i aː m u		1871
3724	arabic	to appear (lightning); to shine, to gleam, to glisten	brq	brq	b r q		1837
3685	syriac	to appoint over; to order, to command; to care for; to enumerate, to examine; to visit	pḳd	pqˤd	p qˤ d		1823
3209	ugaritic	to approach	ḳrb	qˤrb	qˤ r b		1602
4155	akkadian	to approach	sanāḳu	sanaːqˤu	s a n aː qˤ u		2136
3210	syriac	to approach to, be near	ḳrb	qˤrb	qˤ r b		1602
543	syriac	to arrive, reach; to happen	mṭy	mtˤj	m tˤ j		148
666	hebrew	to ascend, go up	ˁly	ʕlj	ʕ l j		268
3233	ps	to ask	*šˀl	ʃʔl	ʃ ʔ l		1608
3238	geez	to ask, enquire, make a request,  pray, beg	saˀala/səˀla	saʔala	s a ʔ a l a		1608
3237	arabic	to ask, inquire; to ask or demand for something	sˀl	sʔl	s ʔ l		1608
3235	ugaritic	to ask, request	šˀl	ʃʔl	ʃ ʔ l		1608
3234	akkadian	to ask, to inquire, to interrogate; to ask for something	šâlu/šaˀālu	ʃâlu	ʃ â l u		1608
3732	akkadian	to ask, to wish, to desire	erēšu	ereːʃu	e r eː ʃ u		1847
3236	hebrew	to ask; to beg for, to demand	šˀl	ʃʔl	ʃ ʔ l		1608
15	ps	to assemble	*pḫr	pxr	p x r		3
3877	arabic	to assemble, to come together	ˀtm	ʔtm	ʔ t m		1956
16	akkadian	to assemble, to congregate; to gather, collect	paḫāru	paxaːru	p a x aː r u		3
2636	ps	to bake	*ˀpy	ʔpj	ʔ p j		1069
2637	akkadian	to bake	epû	epû	e p û		1069
2638	ugaritic	to bake	ˀapy	ʔapj	ʔ a p j		1069
2639	hebrew	to bake	ˀāpā	ʔaːpaː	ʔ aː p aː		1069
2640	syriac	to bake	ˀfy	ʔfj	ʔ f j		1069
3994	arabic	to bandage the head	ḍmd	dˤmd	dˤ m d		2021
747	ps	to be	*hwy	hwj	h w j		343
4017	ps	to be	*yṯw	jθw	j θ w		2032
3668	akkadian	to be afraid; to serve; to venerate	palāḫu	palaːxu	p a l aː x u		1806
4044	ps	to be an outsider, to be strange, foreign	*zwr/zyr	zwr	z w r		2052
3937	akkadian	to be angry	agāmu	agaːmu	a g aː m u		1996
2725	ps	to be ashamed	*bwṯ	bwθ	b w θ		1109
2732	syriac	to be ashamed; to be confused	bht	bht	b h t		1109
693	hebrew	to be at rest	šḳṭ	ʃqˤtˤ	ʃ qˤ tˤ		320
3682	ps	to be attentive, interested in somebody or something	*pḳd	pqˤd	p qˤ d		1823
3550	akkadian	to be available, to stay	barû	barû	b a r û		1737
2724	geez	to be bad	bəˀsa	bəʔsa	b ə ʔ s a		1108
2721	syriac	to be bad, displease; to be in a bad condition; to be in pain; grieve	be(ˀ)š	beʃ	b e ʃ		1108
2159	hebrew	to be bad, painful	mrṣ	mrsˤ	m r sˤ		894
3531	geez	to be bald	barrəḥa	barrəħa	b a r r ə ħ a		1730
2206	ps	to be bald (on the forehead)	*gbḫ	gbx	g b x		942
676	hebrew	to be behind; pi  to delay, to detain	ˀḥr	ʔħr	ʔ ħ r		290
794	ps	to be big, great; to be numerous	*kbr	kbr	k b r		354
2546	ps	to be bitter	*mrr	mrr	m r r		1048
2547	akkadian	to be bitter	marāru	maraːru	m a r aː r u		1048
2549	hebrew	to be bitter	mar	mar	m a r		1048
2550	syriac	to be bitter	mrr	mrr	m r r		1048
2551	arabic	to be bitter	mrr	mrr	m r r		1048
2552	geez	to be bitter	marara	marara	m a r a r a		1048
4154	ps	to be bound, attached; to hang	*ŝnḳ	ɬnqˤ	ɬ n qˤ		2136
381	ps	to be bright, to shine	*nwr	nwr	n w r		86
382	akkadian	to be bright, to shine	nawāru	nawaːru	n a w aː r u		86
387	arabic	to be bright, to shine	nwr	nwr	n w r		86
3129	ps	to be brilliant	*nmr	nmr	n m r		1575
3556	ps	to be clean, clear	*brr	brr	b r r		1739
3529	ps	to be clear	*brḥ	brħ	b r ħ		1730
3895	ps	to be close, to join each other	*lˀm	lʔm	l ʔ m		1985
233	arabic	to be clouded; to be confused	γṯy	ɣθj	ɣ θ j		49
658	ps	to be compassionate	*rḥm	rħm	r ħ m		266
3188	ps	to be complete, to come to an end	*gmr	gmr	g m r		1597
3861	hebrew	to be confident	bṭḥ	btˤħ	b tˤ ħ		1941
3860	ps	to be confident, at rest	*bṭḥ	btˤħ	b tˤ ħ		1941
1932	geez	to be consumed, to be wasted, to perish, to cease	ḫalḳa	xalqˤa	x a l qˤ a		794
2648	ps	to be cooked, ready, ripe	*bšl	bʃl	b ʃ l		1071
2655	geez	to be cooked, ready, ripe	basala	basala	b a s a l a		1071
231	ps	to be dark	*γṯy	ɣθj	ɣ θ j		49
1327	ps	to be dark	*dhm	dhm	d h m		558
531	ps	to be dark, black	*ṯ̣lm	θˤlm	θˤ l m		145
4084	ps	to be dark, covered	*γṭw/y	ɣtˤw	ɣ tˤ w		2086
4085	akkadian	to be dark, dim	eṭû	etˤû	e tˤ û		2086
2256	hebrew	to be deaf	ḥrš	ħrʃ	ħ r ʃ		961
2253	ps	to be deaf and dumb	*ḫrš	xrʃ	x r ʃ		961
2448	ps	to be deaf and dumb	*ṭmm, ˀṭm	tˤmm	tˤ m m		1018
1004	ps	to be deep	*ˁmḳ	ʕmqˤ	ʕ m qˤ		429
1006	hebrew	to be deep	ˁmḳ	ʕmqˤ	ʕ m qˤ		429
1008	arabic	to be deep	ˁmq	ʕmq	ʕ m q		429
1009	geez	to be deep	ˁamaḳa	ʕamaqˤa	ʕ a m a qˤ a		429
674	ps	to be different; to be late	*ˀḫr	ʔxr	ʔ x r		290
2161	arabic	to be diseased, disordered, distempered, sick, ill	mrḍ	mrdˤ	m r dˤ		894
3141	syriac	to be disgraced, outraged	ṣˁr	sˤʕr	sˤ ʕ r		1578
3566	ps	to be dislocated	*prk	prk	p r k		1744
3012	arabic	to be distant, remote, absent	ˁzb	ʕzb	ʕ z b		1501
4120	ps	to be dry	*ˀbl	ʔbl	ʔ b l		2118
3708	ps	to be early	*bkr	bkr	b k r		1832
4180	akkadian	to be evasive	ḫamādu	xamaːdu	x a m aː d u		2153
1935	syriac	to be exact, done with care	ḥṭṭ	ħtˤtˤ	ħ tˤ tˤ		795
2833	arabic	to be false, untrue, wrong	bṭl	btˤl	b tˤ l		1239
1662	arabic	to be fat	šaḥuma	ʃaħuma	ʃ a ħ u m a		698
1146	ps	to be fat, well fed	*mrˀ	mrʔ	m r ʔ		502
3555	akkadian	to be filmy (?)	barāru	baraːru	b a r aː r u		1738
3553	ps	to be filmy or flickering (eyes); evening, dusk	*brr	brr	b r r		1738
614	akkadian	to be firm in place, to remain stationary, to be reliable, correct	kânu	kânu	k â n u		202
3711	syriac	to be first	bkr	bkr	b k r		1832
591	arabic	to be full (of forearm, vessel); to be fullformed, thick (of  woman)	fˁm	fʕm	f ʕ m		179
3754	arabic	to be gentle, easy	ysr	jsr	j s r		1853
2703	akkadian	to be giddy, stagger	dâmu	dâmu	d â m u		1103
2702	ps	to be giddy; have pain in the head	*dwm	dwm	d w m		1103
3910	ps	to be good	*dmḳ	dmqˤ	d m qˤ		1988
3911	akkadian	to be good, beautiful, to prosper, to be pleasing	damāḳu	damaːqˤu	d a m aː qˤ u		1988
3561	arabic	to be good, pious	brr	brr	b r r		1739
799	arabic	to be great, big	kbr	kbr	k b r		354
2788	hebrew	to be grey headed, old	ŝyb	ɬjb	ɬ j b		1207
1916	hebrew	to be guilty	ršˁ	rʃʕ	r ʃ ʕ		791
637	arabic	to be hard, strong	ˁms	ʕms	ʕ m s		220
4015	arabic	to be heavy	ṯql	θql	θ q l		2030
4067	ps	to be heavy	*wḳr	wqˤr	w qˤ r		2079
4068	syriac	to be heavy	yḳr	jqˤr	j qˤ r		2079
681	arabic	to be high, lofty	šmḫ	ʃmx	ʃ m x		293
679	ps	to be high, tall	*ŝmḫ	ɬmx	ɬ m x		293
567	ps	to be high, to grow	*ŝyḫ	ɬjx	ɬ j x		161
1308	ps	to be hot	*ḥmm	ħmm	ħ m m		553
2928	akkadian	to be hot	baḫāru	baxaːru	b a x aː r u		1381
2160	syriac	to be ill, sick	mǝraˁ	mǝraʕ	m ə r a ʕ		894
2190	ps	to be ill, sick	*dwy/ˀ	dwj	d w j		939
2224	ps	to be imbecile, weak-minded, mad; be mocked at	*hll	hll	h l l		948
2202	akkadian	to be in a frenzy, to act crazily	zabābu	zabaːbu	z a b aː b u		940
1858	arabic	to be in a good, right, proper state	ˀbr	ʔbr	ʔ b r		773
2722	arabic	to be in a state of distress, poverty	bˀs	bʔs	b ʔ s		1108
2247	ps	to be in confinement, in childbed	*ḫrš	xrʃ	x r ʃ		960
3205	ps	to be in front, to precede	*ḳdm	qˤdm	qˤ d m		1601
2261	akkadian	to be in labour	ḫâlu	xâlu	x â l u		962
2267	hebrew	to be in labour	ḥyl	ħjl	ħ j l		962
2260	ps	to be in labour; have labour pains	*ḫyl	xjl	x j l		962
3751	akkadian	to be in order; to straighten up; to prosper	ešēru	eʃeːru	e ʃ eː r u		1853
4052	ps	to be in peace	*šlm	ʃlm	ʃ l m		2074
2226	hebrew	to be infatuated; to make look foolish; (po.) to make a mockery of; (hitpo.) to pretend to be mad; to act like a madman	hll	hll	h l l		948
2829	ps	to be invalid, lost, to stop working	*bṭl	btˤl	b tˤ l		1239
2752	hebrew	to be lame, limp	psḥ	psħ	p s ħ		1119
