ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID
11415	Syriac	clarified butter	ḥewtā		(LSyr. 208, SL 402)	1058
	PS	butter; cream	*laš(a)d-		(Fronzaroli 1971: 622; Kogan 2011: 240)	1059
11416	Akkadian	cream	lišdu		(CAD L 215, AHw. 552)	1059
11417	Geez	butter	lasd		(CDG 318)	1059
	PS	alcoholic drink	*šikar-		(Fronzaroli 1971: 613, 632; Kogan 2011: 241)	1062
11441	Akkadian	an alcoholic drink, beer	šikaru		(CAD Š₂ 420, AHw. 1232)	1062
11442	Hebrew	alcoholic drink	šēkār		(HALOT 501)	1062
11443	Syriac	intoxicating drink not made from grapes	šakrā		(LSyr. 777, SL 1559)	1062
11444	Arabic	alcoholic drink	sakar-		(Lane 1391)	1062
	PS	to become inebriated	*škr		(Kogan 2011: 241)	1063
11446	Akkadian	to become inebriated	šakāru		(CAD Š₁ 157, AHw. 1139)	1063
11447	Ugaritic	to become inebriated	škr		(DUL 816)	1063
11448	Hebrew	to become inebriated	škr		(HALOT 1500)	1063
11449	Syriac	to become intoxicated	škr		(LSyr. 777, SL 1559)	1063
11450	Arabic	to become inebriated	skr		(Lane 1390)	1063
11451	Geez	to become inebriated	sakra		(CDG 497)	1063
	PS	to grind	*ṭḥn		(Fronzaroli 1971: 618, 633, 640; Sima 2000: 200; Kogan 2011: 241)	1064
11464	Akkadian	to grind into flour	ṭênu		(CAD Ṭ 98, AHw. 1387)	1064
11465	Ugaritic	to grind	ṭḥn		(DUL 888)	1064
11466	Hebrew	to grind	ṭḥn		(HALOT 374)	1064
11467	Syriac	to grind	ṭḥn		(LSyr. 272, SL 523)	1064
11468	Arabic	to grind	ṭḥn		(Lane 1831)	1064
11472	Geez	flour	ṭəḥn		(CDG 590)	1064
	PS	to sieve	*npy		(Fronzaroli 1971: 618, 633, 640; Kogan 2011: 242)	1065
11473	Akkadian	to sift	napû		(CAD N₁ 327, AHw. 742)	1065
11476	Hebrew	sieve	nāpā		(HALOT 708)	1065
11477	Hebrew	(pi.) to fan, winnow, sift	npy		(Jastrow 923)	1065
11479	Syriac	dirt	nfātā		(LSyr. 435, SL 938)	1065
11478	Arabic	kind of sieve made of palm leaves	nafiyy-		(TA 40 119)	1065
11475	Geez	to fan, winnow, sift	nafaya		(CDG 390)	1065
	PS	to sieve	*nḫl		(Fronzaroli 1969: 11, 27, 34; Kogan 2011: 242)	1066
11480	Akkadian	to sift	naḫālu		(CAD N₁ 125, AHw. 712)	1066
11481	Syriac	to sift; to sprinkle	nḥl		(LSyr. 423, SL 907)	1066
11482	Arabic	to sieve	nḫl		(Lane 3029)	1066
	PS	flour	*ḳamḥ-		(Fronzaroli 1971: 618, 633, 640; Kogan 2011: 242)	1067
11485	Akkadian	flour	ḳēmu		(CAD Q 204, AHw. 913)	1067
11487	Ugaritic	flour	ḳmḥ		(DUL 702)	1067
11488	Hebrew	flour	ḳämaḥ		(HALOT 1107)	1067
11489	Syriac	flour	ḳamḥā		(LSyr. 671, SL 1337)	1067
11491	Arabic	wheat	qamḥ-		(Lane 2561)	1067
11492	Geez	fruit, yield	ḳamḥ		(CDG 431)	1067
	PS	to knead	*lwš		(Fronzaroli 1971: 619, 633, 640–641; Kogan 2011: 242)	1068
11493	Akkadian	to knead	lâšu		(CAL L 110, AHw. 540)	1068
11494	Hebrew	to knead	lwš		(HALOT 525)	1068
11495	Syriac	to knead	lwš		(LSyr. 362, SL 681)	1068
11497	Arabic	to roll a morsel of food in melted fat	lwṯ		(Lane 2678)	1068
11496	Geez	to knead	losa		(CDG 321)	1068
	PS	to bake	*ˀpy		(Fronzaroli 1971: 619, 634, 641; Kogan 2011: 242)	1069
11500	Akkadian	to bake	epû		(CAD E 247, AHw. 231)	1069
11501	Ugaritic	to bake	ˀapy		(DUL 92)	1069
11502	Hebrew	to bake	ˀāpā		(HALOT 78)	1069
11503	Syriac	to bake	ˀfy		(LSyr. 39, SL 85)	1069
11505	Arabic	baking tray	mīfaⁿ		(LA 15 467)	1069
11504	Geez	baked	ˀəfuy		(EDG 10)	1069
	PS	to boil, cook	*šlḳ		(Fronzaroli 1971: 626, 636; Kogan 2011: 242)	1070
11508	Akkadian	to boil, cook	salāḳu		(CAD S 92, AHw. 1014)	1070
11509	Hebrew	to boil, cook	šlḳ		(Jastrow 1588)	1070
11510	Syriac	to boil, cook	šlḳ		(LSyr. 784, SL 1569)	1070
11511	Arabic	to boil, cook	slq		(Lane 1410)	1070
	PS	to be cooked, ready, ripe	*bšl		(Fronzaroli 1971: 626, 636, 642; Kogan 2011: 242)	1071
11513	Akkadian	to boil, to roast	bašālu		(CAD B 135, AHw. 111)	1071
11521	Ugaritic	to boil, cook	bšl		(DUL 242)	1071
11514	Hebrew	boil, seethe, grow ripe	bāšal		(HALOT 164)	1071
23241	Hebrew	to grow ripe; to boil	bšl		(HALOT 164)	1071
11515	Syriac	to ripen	bšl		(LSyr. 99, SL 195)	1071
11520	Arabic	IV. to boil unripe dates	bsl		(TA 28 84)	1071
11516	Geez	to be cooked, ready, ripe	basala		(CDG 109)	1071
	PS	eagle	*γVrVn-		(SED II No. 90)	1075
11567	Akkadian	eagle	urinnu		(CAD U–W 226, AHw. 1430)	1075
11568	Arabic	aigle (eagle)	γaran-		(BK 2 461)	1075
	PS	kind of insect	*ḫVnz(i/u)z-		(SED II No. 112)	1076
11577	Akkadian	a green winged insect; a bird	ḫanzizītu		(CAD Ḫ 83, AHw. 321)	1076
11578	Arabic	mouche qui s'attaque au chameau, s'introduit dans son nez et le tourmente (fly that attacks the camel, gets into its nose and torments it)	ḫunzuwānat-		(BK 1 639)	1076
	PS	ram	*ka/irr-		(SED II No. 118)	1077
11593	Akkadian	a breed of sheep(?)	kirru		(CAD K 410, AHw. 468)	1077
11594	Ugaritic	ram	kr		(DUL 454)	1077
11592	Hebrew	(young) ram	kar		(HALOT 496)	1077
	PS	kind of insect	*mVn(Vn)-		(SED II No. 152)	1078
11600	Akkadian	caterpillar	mūnu		(CAD M₂ 207, AHw. 673)	1078
11602	Syriac	weevil; fly	mnīnā		(LSyr. 394, SL 783)	1078
11603	Arabic	araignée (spider)	minanat-, manūnat-		(BK 2 1155)	1078
	PS	bull	*mir(Vˀ)-		(SED II No. 153)	1079
11604	Akkadian	young bull	mīru		(CAD M₂ 109, AHw. 658)	1079
	PS	kind of bird	*nVšVp-		(SED II No. 165)	1080
11621	Akkadian	a bird	enšupu		(CAD E 172, AHw. 220)	1080
11620	Hebrew	ibis	yanšūp		(HALOT 417)	1080
11622	Arabic	kind of bird similar to the swallow and provided with a very long beak	nussāf-		(BK 2 1250)	1080
	PS	to dig, to make a hole	*pḥr		(SED II No. 172 [n.])	1083
	PS	kind of snake, worm	*šibb-		(SED II No. 200)	1084
11657	Akkadian	a snake	šibbu		(CAD Š₂ 375, AHw. 1226)	1084
	PS	cat	*šu/in(n)ār-, *šurān-		(SED II No. 206)	1085
11664	Akkadian	cat	šurānu		(CAD Š₃ 339, AHw. 1282)	1085
11667	Syriac	cat; weasel, animal that eats chickens	šūrnā		(LSyr. 809, SL 1536)	1085
11671	Arabic	cat	sunnār-, sinnawr-		(BK 1 1151, Lane 1445, LA IV 381)	1085
	PS	kind of bird	*tVrr-		(SED II No. 229)	1087
11690	Akkadian	a bird	tarru		(CAD T 241, AHw. 1331)	1087
11691	Ugaritic	turtledove	tr		(DUL 876)	1087
11692	Hebrew	turtledove	tōr		(HALOT 1709)	1087
11693	Syriac	swallow	trr		(LSyr. 833, SL 1663)	1087
	PS	head of small cattle	*ṯVl-		(SED II No. 239)	1088
11707	Akkadian	young (male) sheep	aslu		(CAD A₁ 336, AHw. 74)	1088
11708	Arabic	flock of sheep or goats	ṯallat-, ṯilal-, ṯilāl-		(BK 1 232, Lane 346)	1088
	PS	viscera, inner organ, intestine	*dan(V)n-		(SED I No. 54)	1093
11770	Akkadian	a part of the liver	danānu		(CAD D 81, AHw. 158)	1093
	PS	(part or bone of the) leg of animal	*gVd-at-		(SED I No. 71)	1095
11783	Akkadian	part of the lower leg of a quadruped	gudgudātu		(CAD G 119, AHw. 295)	1095
6961	Geez	thighbone, shinbone, tibia, leg, large bone of the leg, shoulder of animal	ˀagadā		(CDG 11)	1095
	PS	wing	*gapp-, *ˀa-gapp-		(SED I No. 88)	1099
11826	Akkadian	wing	gappu		(CAD K 185, AHw. 281)	1099
11827	Hebrew	the long portion of the wing; arms, shoulders	gap		(Jastrow 262)	1099
11828	Syriac	wing; arm; fin; ell, fathom	geppā		(LSyr. 128, SL 253)	1099
11830	Arabic	agiter les ailes (se dit d'un oiseau qui couve) (to wave wings (said of a brooding bird)	ǯff		(BK 1 302)	1099
11832	Arabic	s'agiter, hérisser ses plumes et lever les ailes, comme fait un oiseau qui couve ses oeufs, à l'approche d'un ennemi (to flutter, bristle its feathers and lift its wings, like a bird that incubates its eggs, when an enemy approaches)	ǯfǯf		(BK 1 303)	1099
	PS	to be giddy; have pain in the head	*dwm		(SED I No. 11ᵥ)	1103
11920	Akkadian	to be giddy, stagger	dâmu		(CAD D 80, AHw. 146)	1103
11921	Arabic	vertigo, giddiness in the head	duwām-		(BK 1 753, Lane 937)	1103
	PS	to buy out, to ransom, to redeem	*pdy		(EDA P N12)	1104
14347	Akkadian	to spare, to release	padû		(CAD P 6, AHw. 808)	1104
14351	Ugaritic	to ransom, to redeem	pdy		(DUL 653)	1104
14352	Hebrew	to buy out, to ransom, to redeem	pdy		(HALOT 911)	1104
14355	Arabic	to buy out, to ransom; to redeem	fdy		(Lane 2353)	1104
14358	Geez	paying, rewarding, compensating	fdy		(CDG 155)	1104
	PS	to speak emphatically, to pray	*bhl		(EDA B N3)	1107
16610	Akkadian	to pray to, to beseech, to supplicate	baˀālu		(CAD B 2, AHw. 101, EDA I 85)	1107
11994	Arabic	to curse; VIII. to address with earnest, energetic supplication	bhl		(Lane 267)	1107
11995	Geez	to say	bəhla		(CDG 89)	1107
	PS	to be of bad quality, to be putrid, to stink	*bˀš		(EDA B N5)	1108
11307	Akkadian	to smell bad, be of bad quality	baˀāšu		(CAD B 4, AHw. 94, SAD I 2)	1108
12018	Ugaritic	to stink	bˀš		(HALOT 107)	1108
12017	Ugaritic	bad, foulsmelling	bˀišt		(DUL 204)	1108
23102	Hebrew	to stink	bˀš		(HALOT 107)	1108
26414	Hebrew	sour, unripe berries	bəˀūšīm		(HALOT 107)	1108
12025	Syriac	to be bad, displease; to be in a bad condition; to be in pain; grieve	be(ˀ)š		(LSyr. 56, SL 115)	1108
12027	Arabic	to be in a state of distress, poverty	bˀs		(Lane 146)	1108
12028	Arabic	very evil or bad is he!	biˀsa		(Lane 146)	1108
12031	Geez	to be bad	bəˀsa		(CDG 82)	1108
	PS	to be ashamed	*bwṯ		(EDA B N6)	1109
16705	Akkadian	to come to shame	bâšu		(CAD B 5, AHw. 112)	1109
16706	Ugaritic	be ashamed	bṯ		(DUL 249)	1109
16714	Ugaritic	shame; shamelessness	bṯt		(DUL 250)	1109
16707	Hebrew	be ashamed	bwš		(HALOT 116)	1109
16712	Hebrew	shame	būšā, bōšät		(HALOT 117)	1109
16713	Hebrew	shame	bōšät		(HALOT 117)	1109
16711	Syriac	to be ashamed; to be confused	bht		(LSyr. 61, SL 123)	1109
16715	Arabic	calumny, slander, false accusation	buhtān-		(Lane 264)	1109
	PS	to blow, breathe, inflate	*npḫ		(SED I No. 45v)	1110
12044	Akkadian	to blow (something), hiss, etc.	napāḫu		(CAD N₁ 263, AHw. 732)	1110
12045	Hebrew	to blow	npḥ		(HALOT 708)	1110
12046	Syriac	to blow	npḥ		(LSyr. 435, SL 929)	1110
12050	Arabic	to diffuse (of odour); to blow (of wind)	nfḥ		(BK 2 1306, Lane 2820)	1110
12049	Arabic	to blow with mouth	nfḫ		(BK 2 1306, Lane 2821)	1110
12051	Geez	to blow, breathe on, inflate, sound (an instrument), blow (a horn, trumpet)	nafḫa, nafḥa		(CDG 388)	1110
	PS	god	*ˀil-		(Fronzaroli 1965b:248, 262, 267; Kogan 2015: 179)	1116
12100	Akkadian	god	ilu		(CAD I 91, AHw. 373)	1116
12103	Hebrew	god	ˀēl		(HALOT 48)	1116
	PS	to blow	*nšb		(SED I No. 49v, HALOT 728)	1117
12104	Akkadian	to blow away, winnow	nasābu		(CAD N₂ 56, AHw. 758)	1117
12109	Hebrew	window	ˀäšnāb		(HALOT 96)	1117
12105	Hebrew	to blow	nšb		(HALOT 728)	1117
12106	Syriac	to blow	nšb		(LSyr. 450, SL 951)	1117
12107	Arabic	IV. to be violent and drive along the dust and pebbles (about wind)	nsb		(BK 2 1245, Lane 2786)	1117
	PS	to be lame; have a dislocated limb	*psḥ/ḫ		(SED I No. 54ᵥ; HALOT 947)	1119
12120	Akkadian	lame, crippled	pessû		(CAD P 327, AHw. 856)	1119
12121	Hebrew	to be lame, limp	psḥ		(HALOT 947)	1119
12122	Hebrew	limping	pissēaḥ		(HALOT 948)	1119
12123	Arabic	to dislocate, to remove from its place, to separate, to disperse; to be weak in intellect and in body	fsḫ		(BK 2 592, Lane 2395)	1119
12124	Arabic	II. avoir les membres du corps lâches, sans vigeur (to have loose body members, without vigor)	fšḫ		(BK 2 592)	1119
	PS	without	*bVl(Vy)		(Kogan 2015: 184)	1126
16931	Akkadian	without, without the consent of, apart from, in the absence of	balu, balāt		(CAD B 70, AHw. 100)	1126
16932	Ugaritic	without	bl		(DUL 222)	1126
13221	Hebrew	without	bəlī, biltī		(HALOT 133)	1126
13224	Syriac	without	blay		(LSyr. 75, SL 156)	1126
13226	Arabic	without	bilā		(Lane 142)	1126
16935	Geez	without, save; before; except for; but, rather; outside of, besides, apart from regardless of	ˀənbala		(CDG 27)	1126
	PS	to build	*bny		(EDA I 65)	1128
14753	Akkadian	to build, to create	banû		(CAD B 83, AHw. 103)	1128
12179	Ugaritic	to build	bny		(DUL 233)	1128
12181	Hebrew	to build	bny		(HALOT 139)	1128
24505	Arabic	to build	bny		(Lane 260; Lane 260)	1128
	PS	to face	*mḫr		(Kogan 2015: 194)	1144
12290	Akkadian	to face, to approach, to accept	maḫāru		(CAD M₁ 50, AHw. 577)	1144
17060	Akkadian	past, bygone time; before, in the presence, in front of	maḫru		(CAD M₁ 50, AHw. 585)	1144
12291	Arabic	to cleave the water with its stem; to face the wind (ship)	mḫr		(Lane 2693)	1144
	PS	to enclose, to protect, to shelter	*gnn/gny/gnˀ		(DRS 147‒149; Kogan 2015: 209)	1175
12556	Akkadian	to confine	ganānu		(CAD G 40, AHw. 280)	1175
12557	Hebrew	to enclose, to fence, to protect	gnn		(HALOT 199)	1175
12558	Syriac	(aph.) to make dwell	gnn		(LSyr. 122, SL 248)	1175
12559	Arabic	to veil, to conceal, to cover, to protect	ǯnn		(Lane 462)	1175
	PS	shoe	*ŝaˀn-		(Kogan 2015: 215)	1193
21267	Akkadian	a type of  shoe	mešēnu		(CAD M₂ 38)	1193
12714	Akkadian	shoe	šēnu		(CAD Š₂ 289, AHw. 1213)	1193
23987	Ugaritic	shoe, sandal(s); rim (?)	šˀn		(DUL 758)	1193
23986	Hebrew	boot	səˀōn		(HALOT 738)	1193
12715	Syriac	shoe	msā(ˀ)nā		(LSyr. 454, SL 786)	1193
12716	Geez	shoe	ŝāˀn		(CDG 524)	1193
	PS	to place	*škn		(Kogan 2015: 219)	1203
12790	Akkadian	to place, to establish	šakānu		(CAD Š₁ 116, AHw. 1134)	1203
	PS	to have grey hair	*ŝyb		(SED I No. 66ᵥ)	1207
12819	Akkadian	to become old	šâbu		(CAD Š₁ 19, AHw. 1224)	1207
12820	Hebrew	to be grey headed, old	ŝyb		(HALOT 1318)	1207
12822	Arabic	to become whitehaired, hoary	šyb		(BK 1 1294, Lane 1627)	1207
12823	Geez	to turn grey (hair)	ŝeba		(CDG 539)	1207
	PS	to have a nose with a cut-off tip; have a slit lip	*ŝrm		(SED I No. 69ᵥ)	1208
12835	Syriac	flat nosed	srāmā		(LSyr. 499, SL 1048)	1208
12836	Syriac	being flat nosed	srāmūtā		(LSyr. 499, SL 1048)	1208
12837	Arabic	having the nose slit	ˀašram-		(BK 1 1222, Lane 1543)	1208
	PS	to cut, split, break	*ŝrm		(SED I 324–325)	1209
12843	Akkadian	to break open a seal, cut to size, prune, weed	šarāmu		(CAD Š₂ 48, AHw.  1184)	1209
12844	Syriac	to break	šrm		(LSyr. 809, SL 1610)	1209
12845	Arabic	fendre légerement, déchirer légèrement, y causer une déchirure (to crack lightly, tear lightly, cause a tear)	šrm		(BK 1 1222)	1209
12847	Arabic	woman having her vagina and rectum united by the rending of the separation between them	šarīm-, šarūm-		(BK 1 1222, Lane 1543)	1209
	PS	kind of disease (fever, cold in the head; plague)	*ˁaw/yš-, *ˁašw/y-		(SED I No. 27)	1220
13037	Akkadian	to be nauseated	âšu		(CAD A₂ 477)	1220
13036	Akkadian	a disease (affecting the head, vision, etc.)	ašû		(CAD A₂ 476, AHw. 85)	1220
13035	Arabic	certaine maladie des chameaux (a kind of camel disease)	γusās-		(BK 2 466)	1220
	PS	pestilence, plague	*da/ib(a)r-		(SED I No. 45)	1224
13086	Akkadian	a calamity	dibiru		(CAD D 134, AHw. 168)	1224
13087	Ugaritic	plague, pestilence	dbr		(DUL 254)	1224
13088	Hebrew	bubonic plague	däbär		(HALOT 212)	1224
13095	Arabic	plague, pestilence	dabl-		(BK 1 668, Lane 849)	1224
13092	Arabic	IV. to go backward, to a bad state; to die	dbr		(BK 1 664, Lane 845)	1224
13091	Arabic	death	dabr-		(BK 1 665, Lane 846)	1224
13093	Arabic	(pl.) malheur, adversité, infortune (misfortune, adversity)	dibār-		(BK 1 666, Lane 847)	1224
13089	Arabic	toux, coqueluche (cough, whooping cough)	dabarat-		(Dozy I 422)	1224
13094	Arabic	plaie, ulcère au dos d’un chameau (wound, ulcer on the back of a camel)	dabarat-		(BK 1 666)	1224
	PS	eyebrow, eye-pit, front	*gabb(-at)-		(SED I No. 66)	1228
13139	Akkadian	brain(?)	gabbu		(CAD G 5, AHw. 272)	1228
13140	Hebrew	eyebrows	gabbōt ˁēnayim		(HALOT 170)	1228
13141	Hebrew	eyebrow; the elevation around genitals	gab		(Jastrow 203)	1228
13142	Arabic	bone that forms the eye socket	ǯubbat-		(BK 1 246, Lane 371)	1228
	PS	to mix	*bll		(EDA B 38)	1233
22727	Akkadian	to mix, to brew beer, to make an alloy, to knead (in the stative), to be spotted, variegated, to mix up, confuse, to pollute, to be numb	balālu		(CAD B 39, AHw 97)	1233
13184	Hebrew	to moisten; to mix up, to confound	bll		(HALOT 134)	1233
13186	Syriac	to mingle, mix	bll		(LSyr. 74, SL 157)	1233
23806	Arabic	to scatter, to disperse	blbl		(Lane 242)	1233
23805	Arabic	to moisten	bll		(Lane 242)	1233
13188	Geez	to spoil, to ruin, to destroy; to mix, to confuse; to moisten, to wet	balla		(CDG 96)	1233
	PS	to sprout, to germinate	*bḳl		(EDA B 68)	1235
13257	Arabic	to produce plants or herbs, to become green, to put forth their buds (trees)	bql		(Lane 236)	1235
13258	Geez	to sprout, to shoot forth, to grow	baḳʷala		(CDG 100)	1235
	PS	to be invalid, lost, to stop working	*bṭl		(EDA B 131)	1239
13992	Akkadian	to cease, to stop	baṭālu		(CAD B 174, AHw. 116)	1239
13407	Hebrew	to cease working	bṭl		(HALOT 121)	1239
13400	Syriac	to cease, desist, perish	bṭl		(LSyr. 66, SL 137)	1239
13403	Arabic	to be false, untrue, wrong	bṭl		(Lane 219)	1239
13404	Geez	to be useless, idle, void	baṭala		(CDG 113)	1239
	PS	to bring good tidings	*bŝr		(EDA B 280)	1312
14849	Akkadian	to report, to bring (good) news	bussuru		(CAD B 347, AHw. 142)	1312
14853	Ugaritic	to bring good tidings	bšr		(DUL 240)	1312
14854	Hebrew	(pi.) to bring good tidings	bšr		(HALOT 163)	1312
14858	Arabic	II. to bring good tidings	bšr		(Lane 207)	1312
14860	Geez	to bring good tidings	ˀabŝara		(CDG 110)	1312
	PS	to tear, to cut	*prs		(EDA I)	1316
14068	Akkadian	to stop, cut off, to staunch; to decide; to apportion, to divide a number, a whole	parāsu		(CAD P 165, AHw. 830)	1316
22754	Akkadian	secret	pirištu, piriltu, meriltu		(CAD P 398, AHw. 866)	1316
14085	Hebrew	to break bread	prs		(HALOT 969)	1316
14111	Hebrew	to give a clear decision	prš		(HALOT 976)	1316
14088	Syriac	to divide	prs		(LSyr. 599, SL 1244)	1316
14109	Syriac	to sever, sunder, break	prš		(LSyr. 607, SL 1253)	1316
14103	Syriac	miracle	prištā		(LSyr. 608, SL 1240)	1316
14090	Arabic	to break, to crush, to bruise	frs		(Lane 2366)	1316
24732	Geez	to demolish, to destroy	ˀafrasa		(CDG 167)	1316
	PS	to cut, to tear; to divide, to detach, to separate	*prṭ		(EDA P 155)	1318
14691	Akkadian	to clear away(?)	parāṭu		(CAD P 180, AHw. 832, EDA I 344)	1318
14694	Hebrew	grapes that have fallen in a vineyard	päräṭ		(HALOT 967)	1318
14695	Hebrew	to open wide, split	prṭ		(HALOT 967)	1318
14698	Syriac	to tear asunder, cleave; to open wide	prṭ		(LSyr. 595, SL 1237)	1318
14700	Arabic	to go before, to precede the people or company of men	frṭ		(Lane 2375)	1318
	PS	border, side	*piˀ-at-		(EDA P 519, SED I No. 204)	1319
16556	Akkadian	side	peˀatu		(CAD P 358, AHw. 861)	1319
7712	Akkadian	forehead, front	pūtu		(CAD P 547, AHw. 884)	1319
16555	Ugaritic	temple; boundary, border, side, fringe	pˀit, pˀat		(DUL 649, Huehnergard 1991:695, EDA I 73)	1319
13823	Hebrew	side, edge	pēˀā		(HALOT 907)	1319
24550	Hebrew	brow, forehead	pōt		(HALOT 983)	1319
16553	Syriac	face	ˀapputā		(LSyr. 39, LS 85)	1319
15075	Syriac	appearance, form, front side	paˀtā, pattā		(LSyr. 554, SL 1152)	1319
24552	Arabic	troop (of men)	fiˀat-		(BK 2 531)	1319
	PS	to break, to crush	*prr		(EDA P 139)	1321
22789	Akkadian	to disperse	parāru		(CAD P 161, AHw 829)	1321
21390	Ugaritic	to break	prr		(DUL 681)	1321
22791	Arabic	IV. to split, to cleave	frr		(Lane 2355)	1321
	PS	to shine, to be bright	*brṣ		(CDG 108)	1322
14032	Akkadian	to sparkle, to shine brightly	barāṣu		(CAD B 107, AHw. 106)	1322
13324	Arabic	shining, glistering	barīṣ-		(Lane 188)	1322
13325	Arabic	white places or portions of sand	burṣat-		(Lane 188)	1322
13326	Geez	to scintillate, to flash, to redden	tabāraṣa		(CDG 107)	1322
	PS	to open	*ptḥ		(EDA I)	1326
14298	Akkadian	to open	petû		(CAD P 340, AHw. 858)	1326
14317	Ugaritic	to open	ptḥ		(DUL 675)	1326
14282	Hebrew	(pi.) to break open arable soil, to dig furrows	ptḥ		(HALOT 987)	1326
14325	Syriac	to open	ptḥ		(LSyr. 616, SL 1265)	1326
14327	Arabic	to open	ftḥ		(Lane 2327)	1326
14328	Geez	to open	fatḥa		(CDG 170)	1326
	PS	to pierce	*ptḫ		(Huehnergard 1991:694)	1328
14286	Akkadian	to puncture, to pierce	patāḫu		(CAD P 269, AHw. 846)	1328
14290	Hebrew	(pi.) to engrave	ptḥ		(HALOT 988)	1328
24672	Arabic	a ring without a stone	fatḫat-		(Lane 2330)	1328
	PS	to plait	*ptl		(EDA I)	1329
13958	Akkadian	to twine	patālu		(CAD P 270, AHw. 847)	1329
13964	Hebrew	tied on (adj.); thread (subst.)	pātīl		(HALOT 990)	1329
13963	Hebrew	(nip.) to be entangled with one another, to wrestle; to be tortuous, astute	ptl		(HALOT 990)	1329
13967	Syriac	to twist, distort; to turn aside, turn away	ptl		(LSyr. 617, SL 1268)	1329
13969	Arabic	to twist	ftl		(Lane 2333)	1329
13970	Geez	to spin, to twist	fatala		(CDG 170)	1329
	PS	to split, to cleave	*pṭr		(EDA I)	1330
13933	Akkadian	to untie, to release	paṭāru		(CAD P 286, AHw. 849)	1330
13932	Ugaritic	aperture	pṭr		(DUL 677)	1330
13913	Hebrew	firstborn	päṭär		(HALOT 925)	1330
13915	Syriac	to depart, go away	pṭr		(LSyr. 565, SL 1183)	1330
13914	Arabic	to cleave, to split; to begin, to originate (trans.)	fṭr		(Lane 2415)	1330
	PS	intestines; excrement	*ˁu/irray(-at)-		(SED I No. 22, DRS 636)	1336
15559	Akkadian	Darm	erru		(AHw. 244)	1336
15558	Akkadian	intestines, gut	irrū (wirrū)		(CAD I 181)	1336
15561	Arabic	dung of solidhoofed animals and birds; human excrement	ˁurr-, ˁurrat-		(BK 2 205, Lane 1990)	1336
	PS	hair (on the head), bristle	*zapp/bb-		(SED I No. 297)	1341
15634	Akkadian	bristle, (animal) hair	zappu		(CAD Z 49; AHw. 1511)	1341
25785	Hebrew	bristles; eyebrows	zayip		(Jastrow 395 )	1341
15635	Syriac	stinking	zaptā, zeptā		(LSyr. 203, SL 392)	1341
15636	Arabic	abundance of hair	zabb-, zabab		(BK 1 968, Lane 1208)	1341
	PS	sign	*ˀayat-		(Arkhipov 2019: 55)	1343
15996	Akkadian	sign	ittu		(CAD I 304, AHw. 405)	1343
15997	Hebrew	sign	ˀōt		(HALOT 26)	1343
15998	Syriac	sign	ˀātā		(LSyr. 53, SL 109)	1343
16000	Arabic	sign	ˀāyat-		(Lane 135)	1343
	PS	to come; to come back, to return; to enter	*bwˀ		(EDA P 119)	1377
16575	Akkadian	to walk along, go through (a street, a road, a square, a gate, etc.), to pass over (a region)	bâˀu		(CAD B 178, AHw. 116)	1377
16592	Akkadian	to come	bâˀu		(CAD: s.v. bâˀu, AHw. 117, CDA 41)	1377
27299	Akkadian	to come, to enter; to walk along, to pass over	buˀāˀu		(CAD B 178; AHw. 117)	1377
554	Ugaritic	to enter	bwˀ		(DUL 203, Rabin 1975: 87)	1377
16577	Hebrew	to come; to enter	bwˀ		(HALOT 113)	1377
16578	Arabic	to return, to come back	bwˀ		(Lane 270)	1377
16582	Geez	to enter	boˀa		(CDG 114)	1377
	PS	to choose, to test	*bḥr		(EDA P 135)	1379
16614	Akkadian	to select, choose; to examine	baˀāru		(CAD B 212, AHw. 122)	1379
16743	Akkadian	to select; to levy (troops)	beḫēru		(CAD B 186, AHw. 117)	1379
